Var1	Var2
0	7.84
0.154739655637404	7.9604053688001
0.309479311274808	8.07982973760021
0.464218966912213	8.19827310640031
0.618958622549617	8.31573547520041
0.773698278187021	8.43221684400052
0.928437933824425	8.54771721280062
1.08317758946183	8.66223658160072
1.23791724509923	8.77577495040082
1.39265690073664	8.88833231920093
1.54739655637404	8.99990868800103
1.70213621201145	9.11050405680113
1.85687586764885	9.22011842560124
2.01161552328626	9.32875179440134
2.16635517892366	9.43640416320144
2.32109483456106	9.54307553200155
2.47583449019847	9.64876590080165
2.63057414583587	9.75347526960175
2.78531380147328	9.85720363840186
2.94005345711068	9.95995100720196
3.09479311274808	10.0617173760021
3.24953276838549	10.1625027448022
3.40427242402289	10.2623071136023
3.5590120796603	10.3611304824024
3.7137517352977	10.4589728512025
3.86849139093511	10.5558342200026
4.02323104657251	10.6517145888027
4.17797070220991	10.7466139576028
4.33271035784732	10.8405323264029
4.48745001348472	10.933469695203
4.64218966912213	11.0254260640031
4.79692932475953	11.1164014328032
4.95166898039694	11.2063958016033
5.10640863603434	11.2954091704034
5.26114829167174	11.3834415392035
5.41588794730915	11.4704929080036
5.57062760294655	11.5565632768037
5.72536725858396	11.6416526456038
5.88010691422136	11.7257610144039
6.03484656985877	11.808888383204
6.18958622549617	11.8910347520041
6.34432588113357	11.9722001208042
6.49906553677098	12.0523844896043
6.65380519240838	12.1315878584044
6.80854484804579	12.2098102272045
6.96328450368319	12.2870515960046
7.1180241593206	12.3633119648047
7.272763814958	12.4385913336048
7.4275034705954	12.5128897024049
7.58224312623281	12.5862070712051
7.73698278187021	12.6585434400052
7.89172243750762	12.7298988088053
8.04646209314502	12.8002731776054
8.20120174878242	12.8696665464055
8.35594140441983	12.9380789152056
8.51068106005723	13.0055102840057
8.66542071569464	13.0719606528058
8.82016037133204	13.1374300216059
8.97490002696945	13.201918390406
9.12963968260685	13.2654257592061
9.28437933824425	13.3279521280062
9.43911899388166	13.3894974968063
9.59385864951906	13.4500618656064
9.74859830515647	13.5096452344065
9.90333796079387	13.5682476032066
10.0580776164313	13.6258689720067
10.2128172720687	13.6825093408068
10.3675569277061	13.7381687096069
10.5222965833435	13.792847078407
10.6770362389809	13.8465444472071
10.8317758946183	13.8992608160072
10.9865155502557	13.9509961848073
11.1412552058931	14.0017505536074
