Var1	Var2
11.2959948615305	14.0515239224075
11.4507345171679	14.1003162912076
11.6054741728053	14.1481276600077
11.7602138284427	14.1949580288078
11.9149534840801	14.2408073976079
12.0696931397175	14.285675766408
12.2244327953549	14.3295631352081
12.3791724509923	14.3724695040082
12.5339121066297	14.4143948728083
12.6886517622671	14.4553392416085
12.8433914179046	14.4953026104086
12.998131073542	14.5342849792087
13.1528707291794	14.5722863480088
13.3076103848168	14.6093067168089
13.4623500404542	14.645346085609
13.6170896960916	14.6804044544091
13.771829351729	14.7144818232092
13.9265690073664	14.7475781920093
14.0813086630038	14.7796935608094
14.2360483186412	14.8108279296095
14.3907879742786	14.8409812984096
14.545527629916	14.8701536672097
14.7002672855534	14.8983450360098
14.8550069411908	14.9255554048099
15.0097465968282	14.95178477361
15.1644862524656	14.9770331424101
15.319225908103	15.0013005112102
15.4739655637404	15.0245868800103
15.6287052193778	15.0468922488104
15.7834448750152	15.0682166176105
15.9381845306526	15.0885599864106
16.09292418629	15.1079223552107
16.2476638419274	15.1263037240108
16.4024034975648	15.1437040928109
16.5571431532023	15.160123461611
16.7118828088397	15.1755618304111
16.8666224644771	15.1900191992112
17.0213621201145	15.2034955680113
17.1761017757519	15.2159909368114
17.3308414313893	15.2275053056115
17.4855810870267	15.2380386744116
17.6403207426641	15.2475910432118
17.7950603983015	15.2561624120119
17.9498000539389	15.263752780812
18.1045397095763	15.2703621496121
18.2592793652137	15.2759905184122
18.4140190208511	15.2806378872123
18.5687586764885	15.2843042560124
18.7234983321259	15.2869896248125
18.8782379877633	15.2886939936126
19.0329776434007	15.2894173624127
19.1877172990381	15.2891597312128
19.3424569546755	15.2879211000129
19.4971966103129	15.285701468813
19.6519362659503	15.2825008376131
19.8066759215877	15.2783192064132
19.9614155772251	15.2731565752133
20.1161552328625	15.2670129440134
20.2708948885	15.2598883128135
20.4256345441374	15.2517826816136
20.5803741997748	15.2426960504137
20.7351138554122	15.2326284192138
20.8898535110496	15.2215797880139
21.044593166687	15.209550156814
21.1993328223244	15.1965395256141
21.3540724779618	15.1825478944142
21.5088121335992	15.1675752632143
21.6635517892366	15.1516216320144
21.818291444874	15.1346870008145
21.9730311005114	15.1167713696146
22.1277707561488	15.0978747384147
22.2825104117862	15.0779971072148
22.4372500674236	15.0571384760149
22.591989723061	15.0352988448151
22.7467293786984	15.0124782136152
22.9014690343358	14.9886765824153
23.0562086899732	14.9638939512154
23.2109483456106	14.9381303200155
23.365688001248	14.9113856888156
23.5204276568854	14.8836600576157
23.6751673125228	14.8549534264158
23.8299069681603	14.8252657952159
23.9846466237977	14.794597164016
24.1393862794351	14.7629475328161
24.2941259350725	14.7303169016162
24.4488655907099	14.6967052704163
24.6036052463473	14.6621126392164
24.7583449019847	14.6265390080165
24.9130845576221	14.5899843768166
25.0678242132595	14.5524487456167
25.2225638688969	14.5139321144168
25.3773035245343	14.4744344832169
25.5320431801717	14.433955852017
25.6867828358091	14.3924962208171
25.8415224914465	14.3500555896172
25.9962621470839	14.3066339584173
26.1510018027213	14.2622313272174
26.3057414583587	14.2168476960175
26.4604811139961	14.1704830648176
26.6152207696335	14.1231374336177
26.7699604252709	14.0748108024178
26.9247000809083	14.0255031712179
27.0794397365457	13.975214540018
27.2341793921831	13.9239449088181
27.3889190478206	13.8716942776182
27.543658703458	13.8184626464183
27.6983983590954	13.7642500152185
27.8531380147328	13.7090563840186
28.0078776703702	13.6528817528187
28.1626173260076	13.5957261216188
28.317356981645	13.5375894904189
28.4720966372824	13.478471859219
28.6268362929198	13.4183732280191
28.7815759485572	13.3572935968192
28.9363156041946	13.2952329656193
29.091055259832	13.2321913344194
29.2457949154694	13.1681687032195
29.4005345711068	13.1031650720196
29.5552742267442	13.0371804408197
29.7100138823816	12.9702148096198
29.864753538019	12.9022681784199
30.0194931936564	12.83334054722
30.1742328492938	12.7634319160201
30.3289725049312	12.6925422848202
30.4837121605686	12.6206716536203
30.638451816206	12.5478200224204
30.7931914718434	12.4739873912205
30.9479311274808	12.3991737600206
31.1026707831183	12.3233791288207
31.2574104387557	12.2466034976208
31.4121500943931	12.1688468664209
31.5668897500305	12.090109235221
31.7216294056679	12.0103906040211
31.8763690613053	11.9296909728212
32.0311087169427	11.8480103416213
32.1858483725801	11.7653487104214
32.3405880282175	11.6817060792215
32.4953276838549	11.5970824480216
32.6500673394923	11.5114778168218
32.8048069951297	11.4248921856219
32.9595466507671	11.337325554422
33.1142863064045	11.2487779232221
33.2690259620419	11.1592492920222
33.4237656176793	11.0687396608223
33.5785052733167	10.9772490296224
33.7332449289541	10.8847773984225
33.8879845845915	10.7913247672226
34.0427242402289	10.6968911360227
34.1974638958663	10.6014765048228
34.3522035515037	10.5050808736229
34.5069432071411	10.407704242423
34.6616828627785	10.3093466112231
34.816422518416	10.2100079800232
34.9711621740534	10.1096883488233
35.1259018296908	10.0083877176234
35.2806414853282	9.9061060864235
35.4353811409656	9.80284345522361
35.590120796603	9.69859982402371
35.7448604522404	9.59337519282381
35.8996001078778	9.48716956162392
36.0543397635152	9.37998293042402
36.2090794191526	9.27181529922412
36.36381907479	9.16266666802422
36.5185587304274	9.05253703682433
36.6732983860648	8.94142640562443
36.8280380417022	8.82933477442453
36.9827776973396	8.71626214322463
37.137517352977	8.60220851202474
37.2922570086144	8.48717388082484
37.4469966642518	8.37115824962494
37.6017363198892	8.25416161842505
37.7564759755266	8.13618398722515
37.911215631164	8.01722535602525
38.0659552868014	7.89728572482536
38.2206949424388	7.77636509362546
38.3754345980762	7.65446346242556
38.5301742537137	7.53158083122566
38.6849139093511	7.40771720002577
38.8396535649885	7.28287256882587
38.9943932206259	7.15704693762597
39.1491328762633	7.03024030642608
39.3038725319007	6.90245267522618
39.4586121875381	6.77368404402628
39.6133518431755	6.64393441282639
39.7680914988129	6.51320378162649
39.9228311544503	6.38149215042659
40.0775708100877	6.2487995192267
40.2323104657251	6.1151258880268
40.3870501213625	5.98047125682691
40.5417897769999	5.844835625627
40.6965294326373	5.70821899442711
40.8512690882747	5.57062136322721
41.0060087439121	5.43204273202732
41.1607483995495	5.29248310082741
41.3154880551869	5.15194246962752
41.4702277108243	5.01042083842762
41.6249673664617	4.86791820722773
41.7797070220991	4.72443457602783
41.9344466777365	4.57996994482793
42.089186333374	4.43452431362804
42.2439259890114	4.28809768242814
42.3986656446488	4.14069005122824
42.5534053002862	3.99230142002835
42.7081449559236	3.84293178882845
42.862884611561	3.69258115762855
43.0176242671984	3.54124952642865
43.1723639228358	3.38893689522876
43.3271035784732	3.23564326402886
43.4818432341106	3.08136863282896
43.636582889748	2.92611300162907
43.7913225453854	2.76987637042917
43.9460622010228	2.61265873922927
44.1008018566602	2.45446010802938
44.2555415122976	2.29528047682949
44.410281167935	2.13511984562959
44.5650208235724	1.97397821442969
44.7197604792098	1.8118555832298
44.8745001348472	1.64875195202989
45.0292397904846	1.48466732082999
45.183979446122	1.31960168963011
45.3387191017594	1.1535550584302
45.4934587573968	0.986527427230303
45.6481984130343	0.818518796030407
45.8029380686717	0.649529164830515
45.9576777243091	0.479558533630605
46.1124173799465	0.308606902430714
46.2671570355839	0.13667427123082
46.4218966912213	-0.0362393599690769
